Values,Predict,Lable,CellType,predict_x,predict_y
V20274,S30,S229,Sic17ab,9,65
V13609,S31,S31,Choroid,9,86
V5927,S31,S3571,Choroid,9,86
V1701,S32,S32,Sic17ab,10,12
V15921,S33,S33,Dentate,10,38
V16215,S33,S33,Cajal Retzius,10,38
V8768,S33,S3512,Dentate,10,38
V17888,S34,S34,Cajal Retzius,10,39
V16944,S34,S4182,Cajal Retzius,10,39
V21122,S34,S3975,Cajal Retzius,10,39
V3187,S35,S35,Cajal Retzius,10,40
V73,S36,S36,Sic17ab,10,41
V519,S36,S36,Cajal Retzius,10,41
V4307,S36,S36,Astrocyte,10,41
V22088,S36,S753,Astrocyte,10,41
V8886,S37,S37,Dentate,10,42
V12659,S37,S37,Cajal Retzius,10,42
V13923,S37,S37,Cajal Retzius,10,42
V6785,S37,S708,Cajal Retzius,10,42
V11859,S38,S38,Cajal Retzius,10,43
V17723,S38,S38,Gad2,10,43
V10330,S38,S38,Ependyma,10,43
V3249,S39,S39,Cajal Retzius,10,44
V3334,S39,S39,Sic17ab,10,44
V21570,S39,S39,Gad2,10,44
V8313,S39,S2279,Gad2,10,44
V17668,S39,S4388,Cajal Retzius,10,44
V17743,S40,S397,Cajal Retzius,10,45
V19000,S40,S40,Cajal Retzius,10,45
V2423,S40,S40,Cajal Retzius,10,45
V2147,S40,S4341,Cajal Retzius,10,45
V2322,S41,S41,Sic17ab,10,46
V22193,S41,S41,CA2CA3,10,46
V10686,S41,S531,Sic17ab,10,46
V8911,S41,S1817,Sic17ab,10,46
V12828,S42,S42,Cajal Retzius,10,47
V15822,S42,S42,Cajal Retzius,10,47
V17535,S42,S42,Cajal Retzius,10,47
V4248,S42,S4119,Cajal Retzius,10,47
V12709,S43,S43,Cajal Retzius,10,48
V13618,S43,S43,Entorhinal,10,48
V15713,S43,S43,Neurogenesis,10,48
V2318,S43,S2856,Neurogenesis,10,48
V16781,S44,S44,Cajal Retzius,10,49
V9078,S44,S3400,Cajal Retzius,10,49
V922,S45,S45,Cajal Retzius,10,51
V1109,S45,S45,Sic17ab,10,51
V19197,S45,S1237,Sic17ab,10,51
V10207,S45,S1453,Sic17ab,10,51
V14813,S46,S46,Cajal Retzius,10,56
V23091,S46,S3990,Cajal Retzius,10,56
V11226,S46,S234,Cajal Retzius,10,56
V5005,S47,S47,Cajal Retzius,10,58
V20457,S47,S47,Endothelial,10,58
V20585,S47,S47,Cajal Retzius,10,58
V11156,S47,S1514,Cajal Retzius,10,58
V4751,S48,S48,Neurogenesis,10,59
V16065,S48,S48,Sic17ab,10,59
V13077,S49,S49,Sic17ab,10,64
V21871,S49,S1509,Sic17ab,10,64
V16922,S49,S1089,Sic17ab,10,64
V1371,S50,S50,Cajal Retzius,10,66
V6838,S50,S50,Sic17ab,10,66
V9117,S50,S3851,Sic17ab,10,66
V21791,S50,S1509,Sic17ab,10,66
V8744,S51,S51,Cajal Retzius,10,67
V22756,S51,S51,Sic17ab,10,67
V13752,S51,S2769,Sic17ab,10,67
V18312,S52,S52,Oligodendrocyte,10,70
V18125,S52,S52,Cajal Retzius,10,70
V4531,S52,S52,Cajal Retzius,10,70
V5502,S52,S52,Cajal Retzius,10,70
V10345,S53,S53,Sic17ab,10,74
V20203,S53,S419,Sic17ab,10,74
V7031,S53,S4574,Sic17ab,10,74
V11270,S54,S54,Cajal Retzius,10,75
V12048,S54,S313,Cajal Retzius,10,75
V9606,S54,S2878,Cajal Retzius,10,75
V22071,S55,S55,Cajal Retzius,11,16
V16801,S55,S4329,Cajal Retzius,11,16
V2045,S56,S56,CA1,11,20
V7272,S56,S339,CA2CA3,11,20
V3528,S56,S3980,CA1,11,20
V21097,S56,S2204,Dentate,11,20
V10798,S57,S57,Sic17ab,11,29
V18496,S57,S4111,Sic17ab,11,29
V9071,S58,S58,Neurogenesis,11,32
V9668,S58,S58,Dentate,11,32
V8225,S59,S59,CA2CA3,11,34
V20574,S59,S59,Dentate,11,34
V18296,S59,S342,Dentate,11,34
V15410,S59,S650,Dentate,11,34
V5218,S60,S60,Dentate,11,35
V23337,S60,S60,Cajal Retzius,11,35
V4939,S60,S1695,Cajal Retzius,11,35
V6807,S61,S61,Cajal Retzius,11,36
V17382,S61,S61,Cajal Retzius,11,36
V19224,S61,S61,Ependyma,11,36
V2912,S61,S61,Cajal Retzius,11,36
V7693,S61,S61,Cajal Retzius,11,36
V14076,S61,S61,Cajal Retzius,11,36
V10123,S62,S62,Sic17ab,11,38
V16152,S62,S62,Cajal Retzius,11,38
V18444,S62,S3149,Cajal Retzius,11,38
V3069,S63,S63,Cajal Retzius,11,39
V17183,S63,S63,Sic17ab,11,39
V23311,S63,S63,Sic17ab,11,39
V9745,S63,S63,Cajal Retzius,11,39
V10129,S63,S508,Sic17ab,11,39
V6096,S64,S64,Cajal Retzius,11,40
V7652,S64,S64,Cajal Retzius,11,40
V7988,S64,S64,Sic17ab,11,40
V17896,S64,S3810,Cajal Retzius,11,40
V8240,S65,S65,Cajal Retzius,11,41
V9847,S65,S65,Cajal Retzius,11,41
V18334,S65,S65,Gad2,11,41
V21522,S65,S65,Cajal Retzius,11,41
V15477,S65,S65,Cajal Retzius,11,41
V8024,S65,S3957,Cajal Retzius,11,41
V8274,S66,S66,Cajal Retzius,11,42
V3123,S67,S67,Sic17ab,11,43
V9534,S67,S67,CA1,11,43
V3180,S67,S3071,CA1,11,43
V17518,S67,S1768,Sic17ab,11,43
V2427,S68,S68,Sic17ab,11,44
V14098,S68,S68,Cajal Retzius,11,44
V22463,S68,S68,Gad2,11,44
V19708,S68,S904,Sic17ab,11,44
V9978,S68,S331,Sic17ab,11,44
V17873,S69,S69,Cajal Retzius,11,45
V9876,S69,S293,Cajal Retzius,11,45
V15156,S69,S1384,Cajal Retzius,11,45
V2614,S69,S69,Cajal Retzius,11,45
V8625,S70,S70,Fibroblast,11,46
V12584,S70,S70,Cajal Retzius,11,46
V17893,S70,S70,Cajal Retzius,11,46
V7717,S70,S598,Cajal Retzius,11,46
V354,S71,S71,Cajal Retzius,11,47
V4491,S71,S71,Cajal Retzius,11,47
V10139,S71,S207,Cajal Retzius,11,47
V1111,S72,S72,Astrocyte,11,48
V15862,S72,S72,Cajal Retzius,11,48
V10562,S72,S3044,Cajal Retzius,11,48
V15507,S73,S73,Sic17ab,11,49
V7044,S73,S73,Cajal Retzius,11,49
V18265,S73,S801,Cajal Retzius,11,49
V8210,S73,S73,Cajal Retzius,11,49
V22334,S73,S174,Cajal Retzius,11,49
V7397,S73,S2358,Cajal Retzius,11,49
V1312,S74,S74,Sic17ab,11,50
V13310,S74,S74,Cajal Retzius,11,50
V16342,S74,S74,Sic17ab,11,50
V21501,S74,S74,Sic17ab,11,50
V21088,S74,S4425,Sic17ab,11,50
V11730,S75,S75,Neurogenesis,11,51
V22412,S75,S75,Cajal Retzius,11,51
V16570,S75,S3993,Cajal Retzius,11,51
V1185,S76,S76,Polydendrocyte,11,52
V9551,S76,S76,Sic17ab,11,52
V5683,S77,S77,Polydendrocyte,11,53
V20331,S77,S77,Entorhinal,11,53
V23232,S77,S77,Cajal Retzius,11,53
V1311,S77,S2415,Entorhinal,11,53
V9160,S77,S2332,Entorhinal,11,53
V18088,S78,S78,Cajal Retzius,11,54
V633,S78,S78,Microglia,11,54
V8391,S78,S78,Sic17ab,11,54
V19561,S78,S4468,Cajal Retzius,11,54
V3409,S79,S79,Cajal Retzius,11,55
V4467,S79,S79,Cajal Retzius,11,55
V17920,S79,S79,Cajal Retzius,11,55
V8290,S79,S79,Cajal Retzius,11,55
V1998,S79,S743,Cajal Retzius,11,55
V3087,S80,S80,Cajal Retzius,11,56
V7384,S80,S4082,Cajal Retzius,11,56
V1469,S80,S135,Cajal Retzius,11,56
V264,S81,S81,Cajal Retzius,11,57
V17431,S81,S3045,Cajal Retzius,11,57
V8670,S81,S2806,Cajal Retzius,11,57
V11978,S82,S82,Cajal Retzius,11,58
V16557,S82,S82,Sic17ab,11,58
V20078,S82,S1289,Sic17ab,11,58
V11564,S82,S515,Sic17ab,11,58
V19445,S82,S3723,Cajal Retzius,11,58
V1874,S83,S83,Cajal Retzius,11,59
V14950,S83,S83,Cajal Retzius,11,59
V647,S84,S84,Entorhinal,11,60
V4501,S84,S84,Sic17ab,11,60
V8930,S84,S1513,Sic17ab,11,60
V2170,S85,S85,Cajal Retzius,11,61
V167,S86,S86,Cajal Retzius,11,65
V10611,S86,S86,Dentate,11,65
V5884,S87,S87,Neurogenesis,11,66
V3765,S87,S1661,Neurogenesis,11,66
V17875,S88,S88,Cajal Retzius,11,67
V1628,S89,S89,Cajal Retzius,11,70
V8115,S89,S3525,Cajal Retzius,11,70
V5019,S89,S870,Cajal Retzius,11,70
V4721,S90,S90,Cajal Retzius,11,71
V2001,S90,S566,Cajal Retzius,11,71
V2241,S91,S91,Cajal Retzius,11,72
V6430,S92,S2686,Neurogenesis,11,74
V20389,S93,S93,Sic17ab,11,75
V13473,S93,S277,Sic17ab,11,75
V18382,S93,S1661,Sic17ab,11,75
V22423,S94,S94,Cajal Retzius,12,2
V1639,S95,S95,Cajal Retzius,12,34
V2216,S95,S95,Cajal Retzius,12,34
V20095,S95,S95,Dentate,12,34
V5816,S95,S95,Cajal Retzius,12,34
V2124,S95,S3252,Cajal Retzius,12,34
V21240,S95,S95,Cajal Retzius,12,34
V15800,S96,S96,Fibroblast,12,35
V2302,S96,S96,Cajal Retzius,12,35
V631,S96,S96,Cajal Retzius,12,35
V20897,S96,S96,Cajal Retzius,12,35
V6777,S97,S97,Cajal Retzius,12,36
V19423,S97,S97,Dentate,12,36
V2222,S97,S97,Cajal Retzius,12,36
V4414,S97,S97,Cajal Retzius,12,36
V11667,S97,S97,Cajal Retzius,12,36
V2718,S97,S2331,Cajal Retzius,12,36
V9261,S98,S98,Cajal Retzius,12,37
V21989,S98,S98,Cajal Retzius,12,37
V19965,S98,S98,Cajal Retzius,12,37
V10160,S98,S98,Cajal Retzius,12,37
V1998,S98,S743,Cajal Retzius,12,37
V3168,S99,S2198,Dentate,12,38
V22859,S99,S99,Dentate,12,38
V2319,S99,S3915,Dentate,12,38
V1,S99,S2223,Cajal Retzius,12,38
V2173,S100,S100,Sic17ab,12,39
V3402,S100,S100,Dentate,12,39
V5153,S100,S100,Sic17ab,12,39
V14383,S100,S100,CA2CA3,12,39
V11066,S100,S2633,Sic17ab,12,39
V2481,S100,S3189,Sic17ab,12,39
V16618,S100,S1534,Dentate,12,39
V14468,S101,S101,Cajal Retzius,12,40
V19966,S101,S101,Microglia,12,40
V1325,S101,S3123,Cajal Retzius,12,40
V19148,S101,S4113,Cajal Retzius,12,40
V22984,S102,S102,Cajal Retzius,12,41
V4014,S102,S102,Cajal Retzius,12,41
V3225,S103,S103,Sic17ab,12,42
V3352,S103,S103,Sic17ab,12,42
V15865,S103,S103,Cajal Retzius,12,42
V18487,S103,S103,Sic17ab,12,42
V16772,S103,S103,Cajal Retzius,12,42
V19543,S103,S400,Sic17ab,12,42
V13708,S104,S104,Entorhinal,12,44
V14083,S104,S104,Sic17ab,12,44
V17624,S104,S104,Cajal Retzius,12,44
V7004,S104,S1299,Cajal Retzius,12,44
V1785,S104,S104,Sic17ab,12,44
V5610,S104,S146,Cajal Retzius,12,44
V22399,S104,S3909,Cajal Retzius,12,44
V434,S105,S105,Sic17ab,12,45
V8862,S105,S105,Cajal Retzius,12,45
V7178,S105,S105,Neurogenesis,12,45
V9094,S105,S425,Sic17ab,12,45
V8232,S106,S106,Sic17ab,12,46
V15583,S106,S106,Cajal Retzius,12,46
V21261,S106,S106,Dentate,12,46
V13655,S106,S2647,Dentate,12,46
V12482,S106,S2198,Dentate,12,46
V14415,S107,S107,Cajal Retzius,12,47
V18354,S107,S107,Cajal Retzius,12,47
V12209,S107,S107,Microglia,12,47
V13900,S107,S1676,Microglia,12,47
V12939,S108,S108,Dentate,12,48
V21209,S108,S108,Neurogenesis,12,48
V16694,S109,S109,Gad2,12,49
V12843,S110,S110,Sic17ab,12,50
V4255,S110,S110,Cajal Retzius,12,50
V9925,S110,S110,Cajal Retzius,12,50
V16514,S110,S110,Cajal Retzius,12,50
V23356,S110,S3594,Cajal Retzius,12,50
V16076,S110,S839,Cajal Retzius,12,50
V1974,S111,S111,Sic17ab,12,51
V17093,S111,S111,Cajal Retzius,12,51
V19080,S111,S111,Cajal Retzius,12,51
V21171,S111,S4228,Cajal Retzius,12,51
V10923,S111,S1019,Cajal Retzius,12,51
V23242,S112,S112,Cajal Retzius,12,52
V9654,S112,S112,Cajal Retzius,12,52
V10139,S112,S207,Cajal Retzius,12,52
V3556,S113,S113,Oligodendrocyte,12,53
V4176,S113,S113,Cajal Retzius,12,53
V4665,S113,S113,Cajal Retzius,12,53
V7752,S113,S4168,Cajal Retzius,12,53
V2109,S114,S114,Sic17ab,12,54
V20653,S114,S114,Cajal Retzius,12,54
V578,S114,S114,Dentate,12,54
V16075,S114,S114,Cajal Retzius,12,54
V16410,S114,S114,Cajal Retzius,12,54
V2890,S114,S413,Cajal Retzius,12,54
V14095,S115,S115,Cajal Retzius,12,55
V10054,S115,S115,Dentate,12,55
V3359,S115,S115,Fibroblast,12,55
V661,S115,S2252,Cajal Retzius,12,55
V21279,S115,S115,Cajal Retzius,12,55
V4213,S115,S3894,Cajal Retzius,12,55
V22232,S115,S3322,Cajal Retzius,12,55
V17418,S116,S116,Cajal Retzius,12,56
V1086,S116,S1170,Cajal Retzius,12,56
V1011,S116,S116,Neurogenesis,12,56
V19067,S116,S2956,Cajal Retzius,12,56
V2282,S116,S922,Cajal Retzius,12,56
V20074,S117,S117,Cajal Retzius,12,57
V11257,S117,S117,Cajal Retzius,12,57
V2355,S117,S117,Cajal Retzius,12,57
V7275,S117,S117,Sic17ab,12,57
V7646,S117,S3306,Cajal Retzius,12,57
V9674,S117,S1920,Cajal Retzius,12,57
V17281,S118,S1935,Cajal Retzius,12,58
V10545,S118,S118,Cajal Retzius,12,58
V17398,S118,S341,Cajal Retzius,12,58
V18504,S118,S118,Cajal Retzius,12,58
V11325,S119,S119,Cajal Retzius,12,60
V1922,S119,S4277,Cajal Retzius,12,60
V14008,S119,S4283,Cajal Retzius,12,60
V6411,S120,S120,Cajal Retzius,12,61
V11499,S120,S120,Cajal Retzius,12,61
V9508,S121,S121,Microglia,12,67
V1582,S122,S122,Cajal Retzius,12,68
V16327,S122,S122,Cajal Retzius,12,68
V2862,S123,S123,Dentate,12,71
V7207,S123,S123,Cajal Retzius,12,71
V22959,S123,S3168,Dentate,12,71
V6566,S124,S124,Entorhinal,12,72
V7021,S124,S124,Neurogenesis,12,72
V12348,S124,S124,Sic17ab,12,72
V18787,S124,S124,Gad2,12,72
V21617,S124,S124,Sic17ab,12,72
V7444,S124,S1669,Sic17ab,12,72
V9325,S125,S125,Gad2,12,75
V21243,S126,S126,Cajal Retzius,12,76
V10213,S126,S1954,Cajal Retzius,12,76
V11150,S126,S757,Cajal Retzius,12,76
V15048,S127,S127,Gad2,12,80
V6733,S127,S2427,Gad2,12,80
V14723,S127,S3189,Gad2,12,80
V3461,S128,S128,Cajal Retzius,13,32
V12416,S128,S128,Cajal Retzius,13,32
V14056,S128,S128,Cajal Retzius,13,32
V19274,S128,S128,Cajal Retzius,13,32
V8850,S128,S128,Cajal Retzius,13,32
V14592,S129,S129,Dentate,13,33
V18737,S129,S129,Cajal Retzius,13,33
V19037,S129,S129,Dentate,13,33
V18597,S129,S129,Cajal Retzius,13,33
V17005,S129,S129,Sic17ab,13,33
V18888,S129,S4166,Cajal Retzius,13,33
V18374,S129,S750,Cajal Retzius,13,33
V431,S130,S130,Sic17ab,13,34
V8724,S130,S130,Sic17ab,13,34
V19212,S130,S130,Cajal Retzius,13,34
V7367,S130,S130,Cajal Retzius,13,34
V15726,S130,S810,Cajal Retzius,13,34
V8725,S131,S131,Sic17ab,13,36
V11051,S131,S131,Cajal Retzius,13,36
V11206,S131,S131,Cajal Retzius,13,36
V11097,S131,S131,Cajal Retzius,13,36
V18933,S131,S3917,Cajal Retzius,13,36
V4881,S132,S132,Cajal Retzius,13,37
V13852,S132,S132,Cajal Retzius,13,37
V12963,S132,S1868,Cajal Retzius,13,37
V486,S133,S133,CA1,13,38
V7090,S133,S133,Cajal Retzius,13,38
V3181,S133,S1955,Cajal Retzius,13,38
V18842,S133,S2719,Cajal Retzius,13,38
V23242,S133,S112,Cajal Retzius,13,38
V1212,S134,S134,Cajal Retzius,13,39
V13498,S134,S134,Sic17ab,13,39
V3861,S134,S134,Cajal Retzius,13,39
V6248,S134,S134,Cajal Retzius,13,39
V16878,S134,S134,Cajal Retzius,13,39
V4216,S135,S135,Entorhinal,13,40
V8852,S135,S135,CA1,13,40
V10757,S135,S135,Microglia,13,40
V5788,S135,S135,Cajal Retzius,13,40
V1469,S135,S135,Cajal Retzius,13,40
V17196,S135,S2253,Entorhinal,13,40
V10018,S135,S1488,Microglia,13,40
V857,S136,S136,Sic17ab,13,41
V3616,S136,S136,Dentate,13,41
V4772,S136,S136,Cajal Retzius,13,41
V9784,S136,S457,Cajal Retzius,13,41
V18859,S136,S136,Cajal Retzius,13,41
V2180,S137,S137,Gad2,13,42
V12783,S137,S137,Cajal Retzius,13,42
V99,S137,S1861,Cajal Retzius,13,42
V9270,S137,S2791,Cajal Retzius,13,42
V8307,S137,S4382,Cajal Retzius,13,42
V16534,S137,S187,Cajal Retzius,13,42
V2400,S138,S138,Cajal Retzius,13,43
V5042,S138,S1532,Cajal Retzius,13,43
V18394,S139,S139,CA2CA3,13,44
V23064,S139,S139,Dentate,13,44
V17935,S139,S139,Cajal Retzius,13,44
V18053,S139,S1710,Dentate,13,44
V8203,S139,S3714,Cajal Retzius,13,44
V21455,S139,S1716,Cajal Retzius,13,44
V15908,S139,S742,Cajal Retzius,13,44
V22125,S140,S140,Cajal Retzius,13,45
V17698,S140,S140,Cajal Retzius,13,45
V19212,S140,S130,Cajal Retzius,13,45
V14557,S140,S686,Cajal Retzius,13,45
V6725,S141,S141,Cajal Retzius,13,46
V8342,S141,S141,Cajal Retzius,13,46
V12062,S141,S141,Cajal Retzius,13,46
V7189,S141,S2244,Cajal Retzius,13,46
V465,S142,S142,Entorhinal,13,47
V6623,S142,S142,Sic17ab,13,47
V4567,S142,S142,Cajal Retzius,13,47
V8435,S142,S142,Cajal Retzius,13,47
V21065,S142,S176,Cajal Retzius,13,47
V6483,S143,S143,Sic17ab,13,48
V15405,S143,S143,Cajal Retzius,13,48
V18506,S143,S143,Cajal Retzius,13,48
V8510,S143,S143,Cajal Retzius,13,48
V4110,S143,S458,Cajal Retzius,13,48
V7564,S143,S4462,Cajal Retzius,13,48
V13207,S144,S144,Cajal Retzius,13,49
V17191,S144,S144,Cajal Retzius,13,49
V20772,S144,S144,Cajal Retzius,13,49
V16617,S144,S144,Cajal Retzius,13,49
V20115,S144,S2799,Cajal Retzius,13,49
V9451,S145,S145,Cajal Retzius,13,50
V15116,S145,S145,Cajal Retzius,13,50
V1123,S145,S145,Sic17ab,13,50
V4659,S145,S616,Cajal Retzius,13,50
V15508,S145,S1314,Cajal Retzius,13,50
V11769,S146,S146,Cajal Retzius,13,51
V15367,S146,S146,Cajal Retzius,13,51
V15671,S146,S146,Cajal Retzius,13,51
V10346,S146,S146,Cajal Retzius,13,51
V5610,S146,S146,Cajal Retzius,13,51
V3409,S146,S79,Cajal Retzius,13,51
V808,S147,S147,Cajal Retzius,13,52
V1687,S147,S147,Cajal Retzius,13,52
V21234,S147,S147,Cajal Retzius,13,52
V9330,S147,S147,Dentate,13,52
V215,S148,S148,Cajal Retzius,13,53
V6787,S148,S148,Cajal Retzius,13,53
V7682,S148,S148,Sic17ab,13,53
V17508,S148,S148,Gad2,13,53
V12248,S148,S148,Cajal Retzius,13,53
V10804,S148,S148,Sic17ab,13,53
V21583,S148,S3837,Cajal Retzius,13,53
V13541,S149,S149,Sic17ab,13,54
V8055,S149,S149,Sic17ab,13,54
V11852,S149,S149,Cajal Retzius,13,54
V11023,S149,S149,Cajal Retzius,13,54
V22334,S149,S174,Cajal Retzius,13,54
V2473,S149,S333,Cajal Retzius,13,54
V5758,S150,S150,Sic17ab,13,55
V21893,S150,S150,Cajal Retzius,13,55
V1729,S150,S150,Cajal Retzius,13,55
V11778,S150,S3051,Cajal Retzius,13,55
V7788,S150,S150,Cajal Retzius,13,55
V23305,S151,S151,Cajal Retzius,13,56
V23215,S151,S151,Endothelial,13,56
V1973,S151,S151,Cajal Retzius,13,56
V15640,S151,S151,Cajal Retzius,13,56
V8556,S151,S347,Cajal Retzius,13,56
V3463,S152,S152,Cajal Retzius,13,57
V5244,S152,S152,Cajal Retzius,13,57
V12647,S152,S152,Sic17ab,13,57
V12637,S152,S152,Neurogenesis,13,57
V9848,S152,S152,Cajal Retzius,13,57
V9712,S152,S152,Cajal Retzius,13,57
V14345,S152,S2089,Cajal Retzius,13,57
V3290,S153,S153,Gad2,13,58
V4198,S153,S153,Cajal Retzius,13,58
V5901,S153,S153,Entorhinal,13,58
V17079,S153,S153,Ependyma,13,58
V4156,S153,S153,Endothelial,13,58
V4856,S153,S2875,Cajal Retzius,13,58
V11041,S154,S154,Entorhinal,13,59
V17803,S154,S154,Cajal Retzius,13,59
V19152,S154,S154,Cajal Retzius,13,59
V675,S154,S154,Cajal Retzius,13,59
V11551,S155,S155,Entorhinal,13,60
V18492,S155,S155,Gad2,13,60
V9969,S155,S155,Gad2,13,60
V1514,S155,S155,Cajal Retzius,13,60
V8079,S155,S350,Cajal Retzius,13,60
V1366,S156,S156,Neurogenesis,13,61
V9943,S156,S156,Cajal Retzius,13,61
V15543,S156,S156,Cajal Retzius,13,61
V4014,S156,S102,Cajal Retzius,13,61
V15347,S157,S157,Neurogenesis,13,67
V2361,S158,S158,Entorhinal,13,68
V19583,S158,S1619,Entorhinal,13,68
V20394,S159,S159,Neurogenesis,13,70
V21290,S160,S160,Cajal Retzius,13,72
V10145,S160,S1029,Cajal Retzius,13,72
V23345,S161,S161,Dentate,13,73
V8925,S161,S4213,Dentate,13,73
V16562,S161,S3308,Dentate,13,73
V3977,S162,S162,Cajal Retzius,13,77
V3031,S163,S163,Cajal Retzius,13,79
V21065,S163,S176,Cajal Retzius,13,79
V8914,S163,S3282,Cajal Retzius,13,79
V15053,S164,S164,Neurogenesis,13,80
V17448,S165,S165,Cajal Retzius,13,84
V2254,S166,S166,Dentate,14,20
V12788,S166,S1707,Dentate,14,20
V9445,S167,S167,Astrocyte,14,28
V1445,S168,S168,Cajal Retzius,14,29
V8868,S168,S289,Cajal Retzius,14,29
V1824,S169,S169,Dentate,14,30
V5380,S169,S169,Sic17ab,14,30
V1785,S169,S104,Sic17ab,14,30
V5279,S169,S626,Sic17ab,14,30
V1654,S170,S170,Neurogenesis,14,31
V7805,S170,S170,Dentate,14,31
V10029,S170,S170,Neurogenesis,14,31
V20737,S170,S170,Dentate,14,31
V22020,S170,S170,Cajal Retzius,14,31
V3245,S170,S170,Sic17ab,14,31
V19810,S170,S170,Cajal Retzius,14,31
V16984,S171,S171,Cajal Retzius,14,32
V18079,S171,S171,Neurogenesis,14,32
V14117,S171,S171,Fibroblast,14,32
V890,S171,S171,Neurogenesis,14,32
V23183,S171,S171,Sic17ab,14,32
V3234,S172,S172,Entorhinal,14,33
V14938,S172,S172,Cajal Retzius,14,33
V19736,S172,S172,Gad2,14,33
V2710,S172,S172,Cajal Retzius,14,33
V713,S173,S173,Sic17ab,14,34
V17048,S173,S173,Sic17ab,14,34
V13010,S173,S173,Cajal Retzius,14,34
V4032,S173,S173,Entorhinal,14,34
V4524,S173,S3363,Cajal Retzius,14,34
V6511,S173,S173,Cajal Retzius,14,34
V22053,S173,S3326,Entorhinal,14,34
V11079,S174,S174,CA2CA3,14,35
V18731,S174,S174,Cajal Retzius,14,35
V21935,S174,S174,Cajal Retzius,14,35
V4654,S174,S174,Sic17ab,14,35
V22334,S174,S174,Cajal Retzius,14,35
V4703,S175,S175,CA1,14,36
V10652,S175,S175,Ependyma,14,36
V11983,S175,S175,Cajal Retzius,14,36
V22177,S175,S175,Cajal Retzius,14,36
V11230,S175,S3893,Cajal Retzius,14,36
V23117,S175,S341,Cajal Retzius,14,36
V2440,S176,S176,Cajal Retzius,14,37
V15613,S176,S176,Sic17ab,14,37
V20085,S176,S176,Endothelial,14,37
V22582,S176,S176,Sic17ab,14,37
V8569,S176,S459,Sic17ab,14,37
V15769,S176,S485,Sic17ab,14,37
V15850,S177,S177,Cajal Retzius,14,38
V16957,S177,S177,Dentate,14,38
V18568,S177,S3208,Dentate,14,38
V18323,S177,S3498,Dentate,14,38
V18794,S178,S178,CA1,14,39
V18971,S178,S178,Cajal Retzius,14,39
V19905,S178,S178,Gad2,14,39
V18920,S178,S2793,CA1,14,39
V4112,S179,S179,Gad2,14,40
V6112,S179,S179,Cajal Retzius,14,40
V6539,S179,S179,Cajal Retzius,14,40
V19972,S179,S3702,Cajal Retzius,14,40
V14267,S179,S2943,Cajal Retzius,14,40
V19489,S179,S3064,Cajal Retzius,14,40
